product_id,category
41456,"['Humor', 'Entertainment']"
41460,"['History', 'Europe']"
41481,"['Literature', 'Fiction']"
41485,"['Humor', 'Entertainment']"
41486,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
41488,"['Literature', 'Fiction', 'Action', 'Adventure']"
41492,"['Mystery', 'Thriller', 'Suspense']"
41494,"['Literature', 'Fiction']"
41496,"['Science', 'Fiction', 'Fantasy']"
41509,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
41520,"['Christian', 'Bibles', 'Literature', 'Fiction']"
41532,"['Literature', 'Fiction', 'United', 'States']"
41534,"['Biographies', 'Memoirs', 'True', 'Crime']"
41535,"['Sports', 'Outdoors', 'Individual']"
41543,"['Business', 'Money', 'Culture']"
41555,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
41558,"['Literature', 'Fiction']"
41566,"['Literature', 'Fiction', 'United', 'States']"
41567,"['Mystery', 'Thriller', 'Suspense']"
41572,"['History', 'Americas']"
41574,"['Cookbooks', 'Food', 'Wine', 'Cooking', 'Methods']"
41580,[]
41587,"['Cookbooks', 'Food', 'Wine']"
41589,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
41595,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
41614,"['Science', 'Math', 'Biological', 'Sciences']"
41639,"['Politics', 'Social', 'Sciences', 'Government']"
41670,"['Self-Help', 'Relationships']"
41683,"['Politics', 'Social', 'Sciences', 'Government']"
41698,"['Crafts', 'Hobbies', 'Home']"
41704,"['Literature', 'Fiction']"
41710,"['Mystery', 'Thriller', 'Suspense']"
41714,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
41720,['History']
41722,"['Literature', 'Fiction']"
41732,"['Childrens', 'Literature', 'Fiction']"
41733,"['Childrens', 'Literature', 'Fiction']"
41734,[]
41741,"['Literature', 'Fiction']"
41797,"['Childrens', 'Arts', 'Music', 'Photography']"
41839,"['Literature', 'Fiction']"
41851,"['Literature', 'Fiction', 'History', 'Criticism']"
41875,"['Childrens', 'Early', 'Learning']"
41881,"['Literature', 'Fiction', 'Action', 'Adventure']"
41883,"['Crafts', 'Hobbies', 'Home', 'Improvement', 'Design']"
41889,"['Literature', 'Fiction']"
41890,"['Politics', 'Social', 'Sciences', 'Government']"
41912,"['Mystery', 'Thriller', 'Suspense']"
41917,"['Education', 'Teaching', 'Schools']"
41924,"['Mystery', 'Thriller', 'Suspense']"
41935,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
41936,"['Literature', 'Fiction', 'Action', 'Adventure']"
41939,"['Mystery', 'Thriller', 'Suspense']"
42007,"['Christian', 'Bibles']"
42037,"['Self-Help', 'Relationships']"
42060,"['History', 'World']"
42066,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42076,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42080,"['Christian', 'Bibles', 'Living']"
42136,"['History', 'Americas']"
42141,"['Christian', 'Bibles', 'Living']"
42226,"['Christian', 'Bibles', 'Theology']"
42304,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42307,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42333,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42350,"['Christian', 'Bibles', 'Education']"
42454,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42474,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42549,"['Mystery', 'Thriller', 'Suspense']"
42638,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42656,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42680,"['Christian', 'Bibles', 'Living']"
42699,"['Christian', 'Bibles', 'Living']"
42701,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42723,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42740,"['Christian', 'Bibles', 'Living']"
42771,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
42869,"['Christian', 'Bibles', 'Living']"
42874,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42903,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42910,"['Christian', 'Bibles', 'Literature', 'Fiction']"
42955,"['Mystery', 'Thriller', 'Suspense']"
43028,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43029,"['Christian', 'Bibles', 'Living']"
43030,"['Christian', 'Bibles', 'Ministry', 'Evangelism']"
43059,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43061,"['Christian', 'Bibles', 'Living']"
43076,[]
43120,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43166,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43177,"['Christian', 'Bibles', 'Living']"
43185,"['Christian', 'Bibles', 'Living']"
43221,"['Christian', 'Bibles', 'Worship', 'Devotion']"
43224,"['Christian', 'Bibles', 'Living']"
43260,"['Christian', 'Bibles', 'Education']"
43280,"['Christian', 'Bibles', 'Living']"
43301,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43309,"['Politics', 'Social', 'Sciences', 'Government']"
43345,"['Christian', 'Bibles', 'Living']"
43352,"['Christian', 'Bibles', 'Living']"
43372,"['Christian', 'Bibles', 'Living']"
43379,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43382,"['Christian', 'Bibles', 'Living']"
43391,"['Christian', 'Bibles', 'Living']"
43407,"['Christian', 'Bibles', 'Living']"
43423,"['Christian', 'Bibles', 'Living']"
43455,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43470,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43475,"['Christian', 'Bibles', 'Literature', 'Fiction']"
43525,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
43628,"['Cookbooks', 'Food', 'Wine', 'Baking']"
43691,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
43729,"['Christian', 'Bibles']"
43743,"['Christian', 'Bibles']"
43749,"['Christian', 'Bibles', 'Living']"
43751,"['Christian', 'Bibles']"
43754,"['Christian', 'Bibles', 'Living']"
43758,"['Christian', 'Bibles', 'Worship', 'Devotion']"
43763,"['Christian', 'Bibles', 'Education']"
43785,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
43852,"['Christian', 'Bibles']"
43941,"['Christian', 'Bibles', 'Living']"
44001,"['Christian', 'Bibles', 'Ministry', 'Evangelism']"
44043,"['Christian', 'Bibles', 'Ministry', 'Evangelism']"
44087,"['Literature', 'Fiction', 'Poetry']"
44174,"['History', 'World']"
44270,"['Childrens', 'Religions']"
44290,"['Childrens', 'Religions']"
44339,"['Childrens', 'Literature', 'Fiction']"
44445,"['Childrens', 'Literature', 'Fiction']"
44470,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44508,"['Childrens', 'Literature', 'Fiction']"
44520,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44532,"['Teen', 'Young', 'Adult', 'Religion', 'Spirituality']"
44558,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44591,"['Childrens', 'Religions']"
44611,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44640,"['Childrens', 'Literature', 'Fiction']"
44642,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44663,"['Christian', 'Bibles', 'Education']"
44671,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44673,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44677,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44697,"['Childrens', 'Growing', 'Facts', 'Life']"
44702,"['Childrens', 'Religions']"
44705,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
44803,"['Childrens', 'Literature', 'Fiction']"
45082,"['Christian', 'Bibles', 'Worship', 'Devotion']"
45083,"['Christian', 'Bibles']"
45093,"['Mystery', 'Thriller', 'Suspense']"
45113,"['Politics', 'Social', 'Sciences', 'Government']"
45134,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
45238,"['Literature', 'Fiction', 'United', 'States']"
45294,"['Literature', 'Fiction']"
45310,"['Comics', 'Graphic', 'Novels', 'Comic', 'Strips']"
45368,"['Politics', 'Social', 'Sciences', 'Philosophy']"
45380,"['Literature', 'Fiction', 'Contemporary']"
45395,"['Literature', 'Fiction']"
45403,"['Mystery', 'Thriller', 'Suspense']"
45422,"['Comics', 'Graphic', 'Novels', 'Comic', 'Strips']"
45477,"['Crafts', 'Hobbies', 'Home', 'Pets', 'Animal', 'Care']"
45486,"['Medical', 'Medicine']"
45524,"['Mystery', 'Thriller', 'Suspense']"
45529,"['Comics', 'Graphic', 'Novels', 'Comic', 'Strips']"
45542,"['Parenting', 'Relationships', 'Family']"
45585,"['Mystery', 'Thriller', 'Suspense']"
45641,"['Literature', 'Fiction']"
45689,"['Literature', 'Fiction']"
45692,"['Literature', 'Fiction', 'United', 'States']"
45738,"['Religion', 'Spirituality', 'Literature', 'Fiction']"
45813,"['Sports', 'Outdoors', 'Hunting', 'Fishing']"
45821,"['Science', 'Fiction', 'Fantasy']"
45930,"['Literature', 'Fiction', 'History', 'Criticism']"
45950,"['Literature', 'Fiction', 'United', 'States']"
46007,"['Biographies', 'Memoirs', 'Historical']"
46015,"['Literature', 'Fiction', 'Womens']"
46091,"['Mystery', 'Thriller', 'Suspense']"
46134,"['Literature', 'Fiction']"
46169,"['Mystery', 'Thriller', 'Suspense']"
46215,"['Mystery', 'Thriller', 'Suspense']"
46230,"['Mystery', 'Thriller', 'Suspense']"
46260,"['Literature', 'Fiction']"
46267,"['Literature', 'Fiction']"
46295,"['Mystery', 'Thriller', 'Suspense']"
46296,"['Biographies', 'Memoirs', 'Historical']"
46307,"['Literature', 'Fiction']"
46356,"['Mystery', 'Thriller', 'Suspense']"
46387,"['Mystery', 'Thriller', 'Suspense']"
46563,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
46575,"['Mystery', 'Thriller', 'Suspense']"
46599,"['Mystery', 'Thriller', 'Suspense']"
46690,"['Literature', 'Fiction']"
46729,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
46771,"['Literature', 'Fiction', 'United', 'States']"
46794,"['Politics', 'Social', 'Sciences']"
46810,"['Literature', 'Fiction']"
46863,"['Literature', 'Fiction', 'United', 'States']"
46871,"['Mystery', 'Thriller', 'Suspense']"
46965,"['Literature', 'Fiction', 'United', 'States']"
46973,"['Mystery', 'Thriller', 'Suspense']"
47017,"['Literature', 'Fiction']"
47031,"['Mystery', 'Thriller', 'Suspense']"
47117,"['Literature', 'Fiction', 'Contemporary']"
47261,"['Mystery', 'Thriller', 'Suspense']"
47339,"['Literature', 'Fiction', 'Action', 'Adventure']"
47365,"['Literature', 'Fiction', 'Womens']"
47372,"['Literature', 'Fiction']"
47489,"['Literature', 'Fiction', 'Action', 'Adventure']"
47500,"['Mystery', 'Thriller', 'Suspense']"
47611,"['Mystery', 'Thriller', 'Suspense']"
47629,"['Literature', 'Fiction']"
47634,"['Literature', 'Fiction', 'Humor', 'Satire']"
47690,"['Mystery', 'Thriller', 'Suspense']"
47717,"['Science', 'Math', 'Biological', 'Sciences']"
47742,"['Mystery', 'Thriller', 'Suspense']"
47836,"['Literature', 'Fiction', 'Womens']"
47843,"['Literature', 'Fiction', 'Contemporary']"
47895,"['Literature', 'Fiction']"
47932,"['Literature', 'Fiction', 'United', 'States']"
47950,"['Literature', 'Fiction', 'United', 'States']"
47981,"['History', 'Military']"
47989,"['Literature', 'Fiction']"
48084,"['Literature', 'Fiction']"
48100,"['History', 'Americas']"
48113,"['Literature', 'Fiction']"
48145,"['Biographies', 'Memoirs', 'True', 'Crime']"
48146,"['Self-Help', 'Relationships']"
48150,"['Literature', 'Fiction', 'Action', 'Adventure']"
48153,"['Mystery', 'Thriller', 'Suspense']"
48160,"['Mystery', 'Thriller', 'Suspense']"
48162,"['Literature', 'Fiction']"
48163,"['Mystery', 'Thriller', 'Suspense']"
48175,"['Literature', 'Fiction']"
48184,"['Mystery', 'Thriller', 'Suspense']"
48186,"['Biographies', 'Memoirs', 'True', 'Crime']"
48193,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
48206,"['Mystery', 'Thriller', 'Suspense']"
48225,"['Literature', 'Fiction']"
48253,"['Literature', 'Fiction']"
48272,"['Literature', 'Fiction']"
48273,"['Literature', 'Fiction']"
48280,"['Mystery', 'Thriller', 'Suspense']"
48286,"['Crafts', 'Hobbies', 'Home', 'Gardening', 'Landscape', 'Design']"
48293,"['Romance', 'Historical']"
48299,"['Literature', 'Fiction']"
48305,"['Romance', 'Historical']"
48335,"['Literature', 'Fiction', 'Action', 'Adventure']"
48342,"['Mystery', 'Thriller', 'Suspense']"
48371,"['Literature', 'Fiction']"
48374,"['Mystery', 'Thriller', 'Suspense']"
48394,"['Childrens', 'Growing', 'Facts', 'Life']"
48452,"['Literature', 'Fiction', 'Erotica']"
48456,"['Self-Help', 'Relationships']"
48481,"['Biographies', 'Memoirs', 'Historical']"
48483,"['Mystery', 'Thriller', 'Suspense']"
48490,"['Mystery', 'Thriller', 'Suspense']"
48493,"['Biographies', 'Memoirs', 'Historical']"
48500,"['Cookbooks', 'Food', 'Wine', 'Special', 'Diet']"
48587,"['Romance', 'Historical']"
48646,"['Mystery', 'Thriller', 'Suspense']"
48650,"['Christian', 'Bibles', 'Literature', 'Fiction']"
48653,"['Mystery', 'Thriller', 'Suspense']"
48732,"['Mystery', 'Thriller', 'Suspense']"
48733,"['Literature', 'Fiction', 'Action', 'Adventure']"
48735,"['Cookbooks', 'Food', 'Wine', 'Special', 'Diet']"
48736,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
48751,"['Mystery', 'Thriller', 'Suspense']"
48774,"['Mystery', 'Thriller', 'Suspense']"
48780,"['Mystery', 'Thriller', 'Suspense']"
48806,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
48817,"['Mystery', 'Thriller', 'Suspense']"
48818,"['Mystery', 'Thriller', 'Suspense']"
48846,"['Mystery', 'Thriller', 'Suspense']"
48856,"['Literature', 'Fiction']"
48860,"['Humor', 'Entertainment', 'Puzzles', 'Games']"
48861,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
48889,"['Mystery', 'Thriller', 'Suspense']"
48904,"['Literature', 'Fiction', 'United', 'States']"
48910,"['Mystery', 'Thriller', 'Suspense']"
48917,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
48926,"['Literature', 'Fiction']"
48972,"['Mystery', 'Thriller', 'Suspense']"
48978,"['Literature', 'Fiction']"
48981,"['History', 'Military']"
49033,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
49118,"['Literature', 'Fiction']"
49183,"['Literature', 'Fiction']"
49201,"['Literature', 'Fiction', 'United', 'States']"
49206,"['Literature', 'Fiction']"
49245,"['Religion', 'Spirituality', 'Buddhism']"
49254,"['Mystery', 'Thriller', 'Suspense']"
49273,"['Politics', 'Social', 'Sciences', 'Government']"
49329,"['Humor', 'Entertainment']"
49341,"['Biographies', 'Memoirs', 'True', 'Crime']"
49345,"['History', 'Europe']"
49347,"['Lesbian', 'Gay', 'Bisexual', 'Transgender', 'Literature', 'Fiction']"
49358,"['Literature', 'Fiction', 'History', 'Criticism']"
49371,"['Mystery', 'Thriller', 'Suspense']"
49393,"['History', 'Americas']"
49408,"['Engineering', 'Transportation']"
49438,"['Humor', 'Entertainment']"
49462,"['Politics', 'Social', 'Sciences', 'Government']"
49487,"['Childrens', 'Early', 'Learning']"
49540,"['Childrens', 'Activities', 'Crafts', 'Games']"
49543,"['Childrens', 'Early', 'Learning']"
49551,"['Childrens', 'Activities', 'Crafts', 'Games']"
49564,"['Science', 'Math', 'Biological', 'Sciences']"
49651,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
49657,"['Literature', 'Fiction', 'United', 'States']"
49695,"['Childrens', 'Literature', 'Fiction']"
49698,"['Literature', 'Fiction', 'United', 'States']"
49709,"['Health', 'Fitness', 'Dieting', 'Addiction', 'Recovery']"
49728,"['Literature', 'Fiction']"
49729,"['Mystery', 'Thriller', 'Suspense']"
49761,"['Literature', 'Fiction', 'Action', 'Adventure']"
49778,"['Science', 'Fiction', 'Fantasy']"
49788,"['Literature', 'Fiction']"
49809,"['Literature', 'Fiction', 'Erotica']"
49825,"['Mystery', 'Thriller', 'Suspense']"
49828,"['Literature', 'Fiction']"
49834,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
49842,"['Literature', 'Fiction']"
49853,"['Mystery', 'Thriller', 'Suspense']"
49866,"['Literature', 'Fiction', 'Womens']"
49884,"['Science', 'Fiction', 'Fantasy']"
49901,"['Literature', 'Fiction']"
49903,"['Literature', 'Fiction', 'United', 'States']"
49920,"['Business', 'Money', 'Job', 'Hunting', 'Careers']"
49942,"['Literature', 'Fiction', 'Womens']"
49966,"['Self-Help', 'Personal', 'Transformation']"
49988,"['Childrens', 'Growing', 'Facts', 'Life']"
49999,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50007,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
50014,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50018,"['Literature', 'Fiction']"
50030,"['Literature', 'Fiction']"
50056,"['Literature', 'Fiction']"
50060,"['Mystery', 'Thriller', 'Suspense']"
50086,"['Literature', 'Fiction', 'Womens']"
50102,"['Literature', 'Fiction']"
50106,"['Christian', 'Bibles', 'Literature', 'Fiction']"
50111,"['Literature', 'Fiction']"
50114,"['Sports', 'Outdoors', 'Baseball']"
50121,"['Mystery', 'Thriller', 'Suspense']"
50138,"['Literature', 'Fiction']"
50139,"['Literature', 'Fiction']"
50141,"['Mystery', 'Thriller', 'Suspense']"
50160,"['Literature', 'Fiction']"
50174,"['Literature', 'Fiction', 'Womens']"
50184,"['Mystery', 'Thriller', 'Suspense']"
50187,"['Engineering', 'Transportation']"
50190,"['Childrens', 'Growing', 'Facts', 'Life']"
50209,"['Parenting', 'Relationships']"
50214,"['Sports', 'Outdoors', 'Biographies']"
50248,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50250,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
50259,"['Literature', 'Fiction']"
50262,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50287,"['History', 'Military']"
50301,"['Literature', 'Fiction', 'United', 'States']"
50305,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50317,"['History', 'Americas']"
50329,"['Mystery', 'Thriller', 'Suspense']"
50340,"['Literature', 'Fiction', 'Womens']"
50343,"['Literature', 'Fiction']"
50345,"['Literature', 'Fiction', 'Action', 'Adventure']"
50358,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
50371,"['History', 'Military']"
50378,"['Romance', 'Historical']"
50385,"['Literature', 'Fiction']"
50407,"['Literature', 'Fiction', 'Womens']"
50420,"['Mystery', 'Thriller', 'Suspense']"
50433,"['Literature', 'Fiction']"
50458,"['Romance', 'Historical']"
50484,"['Mystery', 'Thriller', 'Suspense']"
50494,"['Literature', 'Fiction', 'Action', 'Adventure']"
50504,"['Mystery', 'Thriller', 'Suspense']"
50511,"['Biographies', 'Memoirs', 'Historical']"
50535,"['History', 'Americas']"
50536,"['Literature', 'Fiction', 'United', 'States']"
50545,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50582,"['Business', 'Money', 'Biography', 'History']"
50586,"['History', 'Americas']"
50587,"['Mystery', 'Thriller', 'Suspense']"
50642,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50659,"['Childrens', 'Growing', 'Facts', 'Life']"
50665,"['Childrens', 'Growing', 'Facts', 'Life']"
50671,"['Mystery', 'Thriller', 'Suspense']"
50695,"['Mystery', 'Thriller', 'Suspense']"
50711,"['Literature', 'Fiction', 'United', 'States']"
50714,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50716,"['Literature', 'Fiction', 'Womens']"
50718,"['Literature', 'Fiction', 'Womens']"
50721,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
50741,"['History', 'Americas']"
50748,"['Childrens', 'Growing', 'Facts', 'Life']"
50758,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50759,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50768,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50774,"['Mystery', 'Thriller', 'Suspense']"
50801,"['Mystery', 'Thriller', 'Suspense']"
50815,"['Mystery', 'Thriller', 'Suspense']"
50828,"['Literature', 'Fiction']"
50832,"['Mystery', 'Thriller', 'Suspense']"
50845,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50895,"['Politics', 'Social', 'Sciences']"
50926,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
50943,"['Mystery', 'Thriller', 'Suspense']"
50956,"['Mystery', 'Thriller', 'Suspense']"
50961,"['Literature', 'Fiction', 'Erotica']"
50989,"['Literature', 'Fiction', 'Action', 'Adventure']"
51024,"['Literature', 'Fiction']"
51030,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
51032,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
51035,"['Humor', 'Entertainment', 'Puzzles', 'Games']"
51041,"['Literature', 'Fiction', 'Poetry']"
51084,"['Literature', 'Fiction', 'Action', 'Adventure']"
51099,"['Science', 'Fiction', 'Fantasy']"
51134,"['Mystery', 'Thriller', 'Suspense']"
51140,"['Science', 'Fiction', 'Fantasy']"
51162,"['Science', 'Fiction', 'Fantasy']"
51190,"['Literature', 'Fiction']"
51214,"['Science', 'Fiction', 'Fantasy']"
51221,"['Literature', 'Fiction', 'Action', 'Adventure']"
51348,"['Literature', 'Fiction']"
51359,"['Literature', 'Fiction']"
51440,"['Literature', 'Fiction']"
51456,"['Literature', 'Fiction']"
51478,"['Literature', 'Fiction']"
51522,"['Literature', 'Fiction']"
51649,"['Literature', 'Fiction']"
51716,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
51727,"['Science', 'Fiction', 'Fantasy']"
51769,"['Science', 'Fiction', 'Fantasy']"
51786,"['Science', 'Fiction', 'Fantasy']"
51787,"['Literature', 'Fiction']"
51825,"['Literature', 'Fiction']"
51842,"['Business', 'Money', 'Management', 'Leadership']"
51884,"['Mystery', 'Thriller', 'Suspense']"
51902,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
51913,"['Mystery', 'Thriller', 'Suspense']"
51915,"['Mystery', 'Thriller', 'Suspense']"
51965,"['Literature', 'Fiction', 'United', 'States']"
51976,"['Biographies', 'Memoirs', 'True', 'Crime']"
51978,"['Mystery', 'Thriller', 'Suspense']"
51982,"['Science', 'Fiction', 'Fantasy']"
51985,"['Mystery', 'Thriller', 'Suspense']"
52003,"['Science', 'Fiction', 'Fantasy']"
52030,"['Literature', 'Fiction']"
52045,"['Mystery', 'Thriller', 'Suspense']"
52058,"['Literature', 'Fiction']"
52074,"['Literature', 'Fiction']"
52077,"['Literature', 'Fiction']"
52084,"['Science', 'Fiction', 'Fantasy']"
52106,"['Mystery', 'Thriller', 'Suspense']"
52116,"['Mystery', 'Thriller', 'Suspense']"
52139,"['Literature', 'Fiction', 'Womens']"
52168,"['Romance', 'Contemporary']"
52203,"['Romance', 'Contemporary']"
52225,"['History', 'Americas']"
52301,"['Literature', 'Fiction']"
52306,"['Literature', 'Fiction']"
52310,"['Mystery', 'Thriller', 'Suspense']"
52319,"['Arts', 'Photography', 'Video']"
52321,"['Literature', 'Fiction', 'United', 'States']"
52331,"['Childrens', 'Growing', 'Facts', 'Life']"
52338,"['Science', 'Fiction', 'Fantasy']"
52357,"['Literature', 'Fiction', 'Action', 'Adventure']"
52401,"['Humor', 'Entertainment']"
52407,"['Literature', 'Fiction']"
52411,"['Humor', 'Entertainment']"
52424,"['Politics', 'Social', 'Sciences']"
52441,"['Literature', 'Fiction']"
52452,"['Mystery', 'Thriller', 'Suspense']"
52456,"['Literature', 'Fiction', 'Womens']"
52461,"['Mystery', 'Thriller', 'Suspense']"
52466,"['Engineering', 'Transportation']"
52481,"['Mystery', 'Thriller', 'Suspense']"
52495,"['Literature', 'Fiction', 'Action', 'Adventure']"
52518,"['Literature', 'Fiction']"
52521,"['Biographies', 'Memoirs', 'Historical']"
52528,"['Literature', 'Fiction']"
52531,"['Literature', 'Fiction', 'Action', 'Adventure']"
52564,"['Literature', 'Fiction']"
52565,"['Biographies', 'Memoirs', 'Historical']"
52572,"['Mystery', 'Thriller', 'Suspense']"
52574,"['Humor', 'Entertainment']"
52580,"['Mystery', 'Thriller', 'Suspense']"
52589,"['Literature', 'Fiction']"
52595,"['Literature', 'Fiction', 'Contemporary']"
52614,"['Mystery', 'Thriller', 'Suspense']"
52632,"['Literature', 'Fiction']"
52639,"['Politics', 'Social', 'Sciences', 'Government']"
52645,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
52646,"['Arts', 'Photography', 'Music']"
52688,"['Humor', 'Entertainment']"
52698,"['Literature', 'Fiction', 'World']"
52700,"['Arts', 'Photography', 'Religious']"
52710,"['Politics', 'Social', 'Sciences', 'Government']"
52719,"['Childrens', 'Science', 'Fiction', 'Fantasy']"
52726,"['Literature', 'Fiction', 'Action', 'Adventure']"
52728,"['Humor', 'Entertainment']"
52738,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
52753,"['Literature', 'Fiction']"
52758,"['Literature', 'Fiction']"
52762,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
52809,"['Science', 'Math', 'Chemistry']"
52826,"['Literature', 'Fiction', 'United', 'States']"
52848,"['History', 'Europe']"
52857,"['Childrens', 'Growing', 'Facts', 'Life']"
52868,"['Mystery', 'Thriller', 'Suspense']"
52902,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
52922,"['Literature', 'Fiction', 'Action', 'Adventure']"
52924,"['Literature', 'Fiction']"
52936,"['Mystery', 'Thriller', 'Suspense']"
52945,"['Mystery', 'Thriller', 'Suspense']"
52951,"['Childrens', 'Animals']"
52960,"['Literature', 'Fiction']"
52974,"['Mystery', 'Thriller', 'Suspense']"
52998,"['Literature', 'Fiction']"
53015,"['Childrens', 'Science', 'Fiction', 'Fantasy']"
53034,"['Literature', 'Fiction', 'Action', 'Adventure']"
53046,"['Mystery', 'Thriller', 'Suspense']"
53072,"['Literature', 'Fiction', 'Action', 'Adventure']"
53077,"['Literature', 'Fiction']"
53079,"['Mystery', 'Thriller', 'Suspense']"
53084,"['Mystery', 'Thriller', 'Suspense']"
53107,"['Mystery', 'Thriller', 'Suspense']"
53152,"['Mystery', 'Thriller', 'Suspense']"
53154,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
53167,"['Childrens', 'Growing', 'Facts', 'Life']"
53183,"['Mystery', 'Thriller', 'Suspense']"
53213,"['Childrens', 'Growing', 'Facts', 'Life']"
53215,"['Science', 'Fiction', 'Fantasy']"
53227,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
53234,"['Literature', 'Fiction']"
53236,"['Childrens', 'Growing', 'Facts', 'Life']"
53247,"['Mystery', 'Thriller', 'Suspense']"
53264,"['Politics', 'Social', 'Sciences', 'Government']"
53306,"['Literature', 'Fiction', 'Contemporary']"
53334,"['Medical', 'Medicine']"
53361,"['Literature', 'Fiction', 'United', 'States']"
53377,"['Crafts', 'Hobbies', 'Home', 'Gardening', 'Landscape', 'Design']"
53393,"['Literature', 'Fiction']"
53401,"['Literature', 'Fiction', 'Poetry']"
53408,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
53433,"['Literature', 'Fiction']"
53435,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
